time,x,y,z,x_velocity,y_velocity,z_velocity
491,144.655942599,150.0,210.612121808,1.2394685512,2.52488370074,30.2849749158
492,145.41354242,150.0,179.916103782,6.34119807175,9.97937677013,29.0944307981
493,148.195163038,150.0,166.54468119,11.3220142271,13.3962681923,27.0171733743
494,150.0,143.429550221,195.442572678,4.82352664008,1.24534676231,30.898624302
495,145.787910582,150.0,162.863354051,10.4359499408,15.0011760566,26.5459946387
496,150.0,148.008949565,171.677827862,12.739714714,9.31362914232,27.5124895596
497,150.0,145.495457926,163.157434741,15.0107932749,10.2838548209,26.5389038997
498,150.0,150.0,159.666506034,14.6462020538,14.3726443378,24.8107475886
499,147.657239664,150.0,185.693772551,5.56025115213,9.0274128448,29.4245170424
500,150.0,143.042388574,174.155801558,11.9330469809,6.26656086172,28.7745675563
501,136.6676373,150.0,213.33251652,-3.99111280647,4.27277575365,29.2472966496
502,145.782734863,150.0,202.564276764,0.113709382356,4.41612805509,30.7426165677
503,146.495507902,150.0,159.450897552,12.4173015548,16.1855134033,24.6382089004
504,150.0,149.122573034,191.025965527,8.26137002518,6.89683867739,28.3887102081
505,149.346312454,150.0,175.597058704,10.2390902582,11.6531711174,27.163858143
506,140.193820772,150.0,207.783862828,-1.06589569885,5.72789749169,29.5837927525
507,150.0,149.588017079,154.937928369,16.0564206634,15.3208162553,23.5232611604
508,148.240274316,150.0,171.732381975,9.54849535564,11.44098121,28.2365968738
509,142.82466558,150.0,157.13234887,10.6310548531,16.0629127366,26.4036455166
510,150.0,148.402914938,178.468174462,11.2210301388,8.54473864297,27.7592654556
511,150.0,143.067402206,162.371453343,14.112882122,9.55944608078,27.6230611423
512,145.429075955,150.0,163.256018023,9.56353834393,14.51646784,27.4380067602
513,143.746697163,150.0,166.480982934,8.22949759945,14.3418365185,27.3974701379
514,150.0,144.569499946,170.653698377,14.7475448821,8.30553784052,26.4881825467
515,150.0,149.993858775,165.814183524,11.7856332486,13.3052335737,26.6649493116
516,147.742095189,150.0,181.214275706,7.74530987329,9.94589849622,28.6368785687
517,142.75805952,150.0,167.292940906,7.63655389763,13.9465212013,27.7143429308
518,145.239414019,150.0,186.485990455,3.92192032828,6.72894041061,30.6006793013
519,149.347174752,150.0,168.58912659,12.8007709948,11.7632750693,26.6733582368
520,150.0,145.981904431,170.341781858,12.9537665934,8.79144006005,27.5099471291
521,146.107508633,150.0,181.915156835,5.57735842613,9.40937513735,29.6602385434
522,147.003661434,150.0,174.570389699,10.3746626243,10.5987375721,27.5912615287
523,150.0,140.178463677,170.622397136,14.3603298388,4.57400757754,28.171009722
524,142.13082583,150.0,172.262450121,7.33999255611,12.5818730488,28.0635108527
525,147.320343182,150.0,185.666682698,5.3321314259,8.87263952305,29.5538507813
526,136.974122381,150.0,178.601010838,-0.660156299194,11.0777316354,30.0218640766
527,145.654554162,150.0,170.719230762,8.45435222707,10.720401245,29.3231711608
528,144.541697687,150.0,164.045483573,10.3275941315,13.2849609914,27.5150266333
529,147.218662294,150.0,177.086607238,7.15360333131,9.05509479529,29.8206558738
530,146.518407853,150.0,164.687089634,10.3516144479,15.5690368041,25.633804435
531,148.443483427,150.0,163.730143723,13.4589741187,14.0570159491,24.8128592626
532,148.702052558,150.0,166.299805633,12.1469613284,12.8214457917,26.4936721676
533,147.824833686,150.0,171.967614926,9.59761870097,10.6980573915,28.4361763881
534,150.0,146.488908252,162.948248258,13.613731853,10.6230063483,27.3996146919
535,150.0,138.517403192,153.943181493,18.5694028194,8.32411080263,25.7585576702
536,141.904949445,150.0,167.648935122,7.27069348676,14.2036243097,27.6608195139
537,150.0,146.786291005,172.18359298,12.482097346,8.56102023576,27.8392379118
538,150.0,142.65505266,191.522777892,5.64663036604,1.16524095549,30.8984942148
539,150.0,149.308482416,173.384359541,10.5829739003,9.92163003432,28.3839578924
540,149.969266199,150.0,172.971472968,10.7673744793,11.2719674112,27.6657345163
541,146.102727951,150.0,186.143783903,3.42727354593,8.57026963615,30.0060098691
542,144.934491245,149.905076603,215.619940678,-1.78749796603,0.904908372963,30.4723648613
543,144.143389917,150.0,173.565165191,6.34240496998,12.8932959041,28.2253780164
544,150.0,146.855473559,162.507159425,14.6799264708,11.0081517148,26.4390669859
545,150.0,148.14816945,158.718719037,15.6296279509,12.4925254878,25.5026504481
546,150.0,145.424128583,163.411893705,14.5606429927,10.4633830299,26.6598426146
547,146.709427489,150.0,162.21820035,11.7349107559,14.6062919382,26.1510094826
548,150.0,145.361711375,163.084861237,15.0446976386,11.5510925112,25.5322099163
549,150.0,141.578385039,165.470520491,14.1161077376,6.92364484958,28.2570524829
550,150.0,147.131197272,165.082863995,12.857029814,11.7018810473,27.0855692372
551,135.253068408,150.0,217.278037491,-6.31930341798,3.75046057785,29.2391322245
552,144.379992798,150.0,166.274112187,7.67594925176,13.4176558502,28.5249592485
553,150.0,145.371210735,215.202369798,2.46162288059,-0.745080415285,29.9156152554
554,144.415990647,150.0,163.941945105,8.94240066903,15.0078834021,27.005673526
555,150.0,142.415288806,160.18610851,15.1300716479,9.13250692647,27.5727178955
556,150.0,149.401375305,173.435424852,10.6041771878,10.28469382,28.1642463307
557,150.0,146.041237682,177.302309771,11.5448203368,6.52080030685,28.5351686118
558,150.0,143.201494943,169.428653844,13.5242598395,5.89450967544,28.4291573603
559,148.038900442,150.0,164.05354467,11.1840437646,14.666030913,26.4791388644
560,147.845706126,150.0,171.445276174,10.1039868466,12.7248040953,26.9761267905
561,150.0,140.702524847,172.68982889,12.4754585966,5.32148833451,28.7613536694
562,150.0,148.814241482,166.227791292,13.7490559836,10.2991661936,27.271017696
563,150.0,149.618101102,160.773541336,14.7556173568,13.0927243416,25.523593624
564,150.0,140.814689324,168.329994551,12.9595135884,6.33534318241,28.8149905204
565,147.861801806,150.0,178.822033686,8.59271349638,9.69505493154,28.6639592847
566,149.352303132,150.0,182.492723106,8.72911432902,8.96790983304,28.7056490843
567,150.0,150.0,184.291496321,7.93405955127,8.74272857573,29.0228553259
568,150.0,135.902983546,192.596299781,6.73177951058,-5.85343264793,30.3666589844
569,144.862716657,150.0,168.689352115,7.4167997757,13.5191847884,28.1531021946
570,150.0,144.685897851,168.744086277,13.694846147,8.36206977394,27.6365212097
571,147.796334008,150.0,166.541172146,11.1319696321,14.4306157029,25.7351741322
572,143.720665573,150.0,187.203991336,3.23954308031,7.70534675427,30.4026838943
573,150.0,140.173698907,209.325303596,4.74888294329,-2.89706999218,29.9483525992
574,145.693666337,150.0,170.536858246,8.46896497209,11.4647061882,28.8375347349
575,148.958663145,150.0,176.178977267,9.24006363151,9.31444033257,28.9605638847
576,142.404157952,150.0,160.259078008,8.5904921927,15.3111350666,27.7234894178
577,150.0,144.461487757,173.447001053,13.0212705646,6.76432382053,27.9734923898
578,140.906140836,150.0,158.110168916,7.31660633071,17.5457621732,26.7667973112
579,150.0,141.181465241,160.754170339,16.210618993,6.95045376039,27.50462183
580,146.884425406,150.0,170.077466452,8.01908042112,11.5400636597,29.2284231477
581,150.0,142.731622462,157.085279248,17.0034514594,10.737039355,25.4723177157
582,150.0,142.599225531,199.591905601,4.88969518802,0.888935966314,30.4909981744
583,146.870443069,150.0,169.725519768,8.88213627173,12.9621499901,27.8187568398
584,138.927465723,131.144545384,219.989664437,-5.03832748926,-7.59542496383,29.1349120562
585,142.602692474,142.829202603,218.085116777,0.91387899063,-0.0329378251811,29.6723860327
586,147.803218723,150.0,167.019168183,10.2689189722,12.6316838516,27.768020432
587,150.0,147.058935082,164.781114161,14.3187812208,12.0810037239,25.5067570021
588,150.0,142.021437436,179.187053559,11.4402913902,3.41184808859,29.2057281211
589,150.0,144.230312094,169.227510724,13.3640883558,7.39986003381,28.3989691501
590,150.0,148.11038954,166.733858667,13.6902013646,9.41225930402,27.734779816
591,150.0,149.371903485,186.900674577,7.36247892158,9.13808571268,28.6387655076
592,150.0,148.199765558,169.470063483,11.1460126412,10.045737439,28.4612207019
593,150.0,144.458222972,178.225062896,9.89681726698,5.36242656658,29.7088618818
594,150.0,144.503737148,163.917245365,14.3250303263,9.63705304017,27.1313420679
595,140.531379876,150.0,189.83440605,-0.574368402338,5.94495824014,31.0367529826
596,144.915208847,150.0,165.786611689,9.29669005269,14.5379912176,26.9643150744
597,150.0,147.490314509,169.753894434,12.2512604792,10.0916811395,27.5556945799
598,150.0,148.767837067,171.213871691,12.268292272,9.97293910384,27.5439855123
599,146.196715651,150.0,160.269146571,12.0068766514,15.422866766,25.6111784186
600,150.0,149.976172385,177.89060642,10.5517716849,10.0653209684,27.7458617223
601,148.071443474,150.0,174.138121866,10.2717727581,9.66404610007,28.4604464949
602,146.111986321,150.0,160.136349215,10.5306128062,16.3089311367,25.7859374838
603,147.707298991,150.0,169.636768975,9.77005524841,12.0458935871,28.0332761722
604,145.737374484,150.0,179.86848166,6.94533951601,10.1896766398,28.8248290774
605,143.525948908,150.0,161.993653375,8.63928649683,14.9688723171,27.4556818248
606,141.339507071,150.0,181.377366307,3.49000766319,10.4527527462,29.3140229489
607,150.0,143.582470507,166.752210276,14.2592914225,7.70843001308,27.8341961072
608,144.600706079,150.0,163.714003888,10.0635553721,14.8808705448,26.5813977067
609,147.464891007,150.0,156.946212815,13.3117017412,15.3601968179,25.5610051669
610,148.277708887,150.0,161.790829055,12.5912101085,13.3745744508,26.71153142
611,139.615746038,150.0,186.436828877,0.668515794205,9.22797136031,29.9678772269
612,150.0,149.718040762,170.554551751,13.1648805636,9.72706905683,27.245068268
613,137.636831401,150.0,196.556805651,-1.2997428977,6.53833645548,29.932892456
614,143.76228355,150.0,162.064084516,8.80162250838,13.9228527589,28.3293541845
615,141.476820878,150.0,162.788450879,7.67360698103,15.4165314362,27.4269197815
616,150.0,148.960306013,171.247187015,10.4850584191,11.5478762932,27.6443902067
617,143.702972008,150.0,159.220211158,10.8826350442,16.0458290832,25.8313636008
618,150.0,144.922525683,186.597238643,8.03781269219,4.75875471929,29.7538477692
619,150.0,147.855070432,167.117089026,12.4068412527,11.4171791755,27.3524563887
620,146.282359765,150.0,156.934567968,13.3653988019,16.7355260102,23.7970017406
621,149.502500825,150.0,173.36979826,10.5371281222,10.6446360627,27.8958458063
622,143.757503029,150.0,171.541574258,7.30745268575,11.6264300672,28.9057762074
623,147.258147594,150.0,165.152516191,10.9884821755,11.8542144578,28.1625605731
624,150.0,150.0,167.760323822,13.2032517618,11.5612149757,26.5100492646
625,146.565721217,150.0,174.898779977,8.33778762895,10.4574341101,28.8670896847
626,143.819449264,150.0,169.198413422,6.82601803597,13.123274377,28.5421022851
627,145.975540162,150.0,170.310916315,7.18275657926,13.1596125236,28.2770905205
628,150.0,150.0,170.478391495,12.6546464252,11.3737959837,26.4809801435
629,150.0,149.043626646,166.165407106,13.1766742306,10.9792266364,27.3494279549
630,142.915421837,150.0,174.209233166,4.83186844138,11.1386441794,29.7304091052
631,148.936849068,150.0,178.492130206,8.15837966833,8.90597382451,29.3752950299
632,138.90102037,150.0,163.875026959,4.98563976499,15.1834034131,28.3821108434
633,146.750239741,150.0,157.071578798,13.0565784308,15.9268139671,25.1413829536
634,147.72842148,150.0,193.785744159,4.55125242771,6.43828237199,29.9703185495
635,141.708507071,150.0,162.836272706,7.81278076831,16.3579977044,26.4919542251
636,150.0,144.900142909,186.652127648,7.79002344609,3.83932810345,30.1524817633
637,150.0,143.298261551,189.089868991,7.33731829349,-0.404120580721,30.8817371542
638,150.0,144.921101328,165.952528527,15.0157007722,9.10588922523,26.808926657
639,150.0,147.708864024,187.566726544,7.94711710516,4.79955595089,29.9131805686
640,146.145077454,150.0,159.831402522,12.6703029315,15.965699009,24.5194750017
641,145.698577342,150.0,177.661634814,6.74422041598,10.1052877853,29.2389014339
642,149.016837943,150.0,171.08065934,11.2881886697,11.7586353152,27.0996277385
643,150.0,146.708116713,181.522362862,9.19758122068,6.30548314053,29.4584755236
644,150.0,147.368045685,167.198720591,14.1069617096,9.8526436657,26.79126801
645,150.0,146.975467847,169.90845158,12.2465428301,10.516864232,27.2802060762
646,149.965895001,150.0,179.97908381,9.41552427412,9.61686901672,28.1201684337
647,147.276488144,150.0,166.901176859,10.3316003774,13.924359417,26.7447994681
648,149.977430353,150.0,165.658837324,12.7782596615,12.949156558,26.2899612969
649,143.945557931,150.0,161.166735125,9.75714286407,16.0383102765,26.2338371048
650,150.0,142.509855115,174.224636546,11.6773605811,5.74022106164,29.0276524526
651,148.180158191,150.0,169.37990316,10.3467870589,11.8133306081,27.9311578209
652,142.402809897,150.0,178.870699118,4.20078348888,10.2963447412,29.7538084878
653,150.0,145.794555334,170.666296738,12.2335800942,8.68551594076,28.2295396605
654,144.864649694,150.0,163.663626118,9.33588132297,14.7947519022,27.1172366732
655,150.0,148.681919374,171.505339078,11.7658822868,9.14844374668,28.2440008417
656,143.087347063,150.0,166.91621052,6.50262442058,14.6762244997,27.8884472349
657,148.48827543,137.329880952,217.175440592,1.41558889091,-5.48211509011,29.6649131896
658,144.269015239,150.0,171.429643819,6.48751698501,11.4984601189,29.2187093971
659,150.0,149.703416539,170.868822047,11.7523906372,11.4107851795,27.1864735038
660,150.0,149.787247457,168.460379734,12.5990756906,11.4687652964,27.0163705359
661,150.0,149.455638647,189.043080223,8.07951755007,8.53280295298,28.4203399631
662,145.096939702,150.0,182.29422773,4.7062128409,9.50202574168,29.6784674185
663,150.0,149.86981751,165.433736892,13.2085921671,12.7104456116,26.1403216993
664,150.0,149.429630525,170.914074211,11.0085011978,10.9857859505,27.8126772665
665,149.590214633,150.0,180.270395227,10.1717539663,8.04292458297,28.7116852991
666,146.402205721,150.0,157.346376924,12.2480643464,16.7843768567,24.5938509507
667,150.0,145.907041875,172.872073151,10.1810810492,8.39118450277,29.1848698084
668,146.392493617,150.0,165.458705134,10.6962127696,13.711139724,26.9602148842
669,147.484232157,150.0,176.818874144,8.12919587053,9.04482209392,29.4965619356
670,149.177434147,150.0,187.011479138,7.48397863613,7.76503821841,29.1860618544
671,144.619145432,150.0,163.809530008,9.63668765971,14.1459491936,27.4897924508
672,145.852024159,150.0,160.509906199,11.8367844915,14.5152439687,26.4791071626
673,148.070478832,150.0,173.839638642,11.0137297559,11.7139842983,26.6853950139
674,144.029021524,150.0,161.417229992,8.62628228131,15.5075903786,27.3617554264
675,150.0,145.429992137,160.561829018,15.3375170353,10.7530245227,26.5242008148
676,150.0,149.023414306,163.937748647,13.0889110232,11.8851528813,27.0493990611
677,142.423400674,143.468762048,217.807837347,-0.653391512023,-2.01924337427,30.0188455
678,150.0,149.581851906,160.598321376,14.1930762819,14.5032048017,24.8090087763
679,150.0,146.866215598,156.827244098,16.6717795917,13.3162038506,24.0666064923
680,150.0,144.586644802,168.496754536,14.6067089741,8.34051191067,26.9414771252
681,150.0,144.282606127,163.758854595,15.2730902416,9.24271367115,26.8400520745
682,142.026830206,150.0,179.281666437,5.25023912098,9.99709527443,29.4166531802
683,140.847407026,150.0,183.996044897,2.41363376924,8.42972138857,30.3086297662
684,138.689333484,150.0,158.951165681,6.21865985305,17.305346562,27.0589853328
685,143.614659736,150.0,161.730056772,9.34696202824,15.624509341,26.7073860186
686,146.823810819,150.0,169.786798206,9.43665900029,13.07269848,27.438304096
687,143.489666159,150.0,166.683844334,8.57842577752,14.1587042439,27.3382652033
688,140.605113381,140.850795526,218.637069891,-1.3166277352,-2.9672316293,29.7280579692
689,150.0,148.926268066,160.74832525,15.4866855623,13.228769096,24.7016407987
690,150.0,150.0,167.928957396,12.4616945615,11.8827691593,26.8856919139
691,150.0,146.200357439,165.456771382,13.6338805573,9.97421698462,27.3963675228
692,150.0,146.944652026,167.757189928,13.0804820641,9.26218810946,27.9508102204
693,149.88537679,150.0,172.92277404,11.9952375266,12.2918562674,25.9543397086
694,150.0,146.477064167,162.595065533,14.8096103357,11.1760526381,26.1726495063
695,150.0,142.562676816,169.567079741,13.9235491805,7.25412301336,27.5288148948
696,148.047507532,129.693053103,217.771489819,-0.0893403960852,-9.87177102629,28.9710784373
697,142.989375658,150.0,162.043185267,8.49257733518,16.1700475501,26.6050056618
698,150.0,141.522356477,163.000155365,15.0229180007,7.56126149722,27.7261971527
699,147.85589301,150.0,161.917222095,11.6036265988,14.2798962709,26.761317879
700,146.198585845,150.0,167.909221976,10.1899904383,13.3698719142,27.0058945122
701,148.122859261,150.0,166.845862747,11.036300159,12.8038640746,27.1306067299
702,140.78984278,150.0,165.361195254,6.52326907578,15.836571643,26.9515045628
703,147.228298082,150.0,169.467345263,11.0087426991,12.4632203225,26.9016958598
704,141.175985059,150.0,157.774911582,9.10693031602,17.5196645718,25.7003595504
705,150.0,144.72690877,175.65025263,11.4967493199,6.34382740679,28.8705694598
706,147.30350286,150.0,164.602780836,10.2820889594,13.7543264364,27.4908506431
707,146.138248697,150.0,159.887277639,11.6023680962,16.077802907,25.5552996657
708,150.0,150.0,175.09261088,10.9927991734,11.2459019327,27.0633918488
709,144.285650275,150.0,178.36501067,6.42400950822,10.1119914975,29.1496288159
710,150.0,147.945399796,169.310943984,11.5395931032,10.9601495961,27.5958760924
711,150.0,144.191931637,158.374112427,16.4727993521,11.7037868727,25.0910640846
712,149.002235327,146.943779932,215.402383784,1.39188336544,-1.50422488137,30.3761899071
713,146.856286881,150.0,165.256479961,9.36721679632,13.4511191091,27.9547606041
714,143.164815018,150.0,156.850292145,10.146509481,16.6681562539,26.3133118418
715,148.312724324,150.0,166.534645046,10.9979242698,13.2484207021,27.1761690247
716,140.414020936,150.0,187.982890509,1.60220565878,9.64959805539,29.2546389941
717,150.0,136.212790458,176.810818276,12.0921142598,0.473764690404,29.54534991
718,150.0,146.349728082,160.305639415,14.6739739564,11.0278382948,26.9299252037
719,149.385327666,147.083514648,215.167322624,0.561403260618,0.766980556318,30.2118057575
720,144.059594287,150.0,176.121981816,6.5825904469,12.3497650121,28.13501596
721,150.0,149.020233146,171.328582705,12.3392511976,9.55039972255,27.7117981089
722,150.0,148.969141839,157.603122447,16.4890390377,14.4289261759,23.3576808526
723,150.0,139.416070946,207.563354869,3.67994111879,-3.39137878863,30.3234677309
724,150.0,145.282789763,160.971434905,15.5554926762,9.45569590637,27.0289600267
725,147.332303679,150.0,156.180526534,12.7059751511,17.1152686748,24.6672815267
726,150.0,147.121648751,172.393912847,9.25765617561,9.6365957551,29.1208453935
727,150.0,147.855741712,174.250965745,11.815092807,7.29792933404,28.6745709811
728,148.87440655,150.0,163.421774983,12.8867798274,14.7529408077,25.0260980461
729,150.0,139.447111271,186.278515889,9.06012259925,2.53771184473,29.5243624062
730,137.477556342,150.0,186.777367323,0.485066045735,9.61230363905,29.5317005269
731,150.0,145.766779996,163.124133899,15.0413632213,10.0273373729,26.6632749874
732,142.476997719,150.0,157.150682319,9.82832378725,16.7136931091,26.3469038331
733,146.730253488,150.0,170.204464579,9.58303951836,12.6453137207,27.6858867948
734,150.0,148.939489318,152.320788248,17.2853089272,15.0370006152,23.1439619121
735,149.911216278,150.0,162.744890856,14.3546725493,13.9010524872,24.6286838798
736,149.3832227,148.172496944,214.933334583,3.06546596817,-1.08625779422,30.058102653
737,135.67117263,147.998188034,216.816717391,-10.8371323841,3.75332688914,28.5640930785
738,149.494601149,145.393148026,215.936689217,1.93804641482,-0.877895606452,30.2382107952
739,144.577149349,138.143987134,218.282384404,-0.461216319888,-5.83850555098,29.9921736842
740,150.0,139.952392657,198.320542828,7.63858157236,-1.06126871896,29.8714881709
741,148.382594076,150.0,187.335991405,6.93590798769,6.09132121374,29.9021704441
742,150.0,145.881874335,162.881911194,14.8068659983,11.0900245632,26.1875836675
743,141.159981363,150.0,162.874846611,7.02456841189,15.4424153764,27.6617394775
744,149.508425879,150.0,170.385265246,11.4289457685,13.1800483009,26.0501445592
745,150.0,148.417817354,161.162643941,14.7129508282,13.8406870276,24.6687825725
746,150.0,138.263890732,150.99077965,20.2808912311,8.56326046997,24.509698245
747,150.0,143.041521982,169.19122395,14.1180313655,6.60130438262,27.9944328736
748,150.0,147.698394936,189.739948468,7.62288805143,5.1744073284,29.5141043524
749,150.0,148.917562335,178.299927432,8.6711780801,7.49944477607,29.7924394681
750,150.0,141.116175901,191.984230399,6.71122732817,3.28707638419,29.806728846
751,150.0,145.267651721,168.403575961,13.7108480091,8.16167587538,27.9049293816
752,150.0,142.540237314,162.040117091,15.9957231087,10.0986441319,25.657673276
753,150.0,149.203764786,171.083419867,12.3259425478,11.3228198335,26.6536065853
754,140.676950127,150.0,163.417392191,6.68403536809,15.2095767188,28.0510958465
755,146.036294018,141.742949454,216.933039659,-1.38210391811,-3.14819150436,30.2357695944
756,150.0,145.344595322,180.016967907,10.7449739476,5.82249516446,28.8952394515
757,150.0,146.602421843,169.912273724,12.1435651299,10.3734662139,27.3816264166
758,149.022267301,150.0,171.160055306,10.9854833342,11.7069460056,27.1510562492
759,150.0,143.472852863,166.641018449,14.814076842,8.21503492059,27.289811573
760,142.601990219,150.0,164.593212255,6.12664875978,15.8156341285,27.5552408332
761,150.0,147.384386456,213.423816391,3.17969719032,-0.382819149168,30.1782432001
762,150.0,150.0,170.569901765,10.6235204724,11.9817101605,27.7215045581
763,150.0,150.0,180.050892515,8.68147956004,8.83659657373,29.1106362412
764,150.0,148.423753588,174.200431348,10.3055676164,9.82187100218,28.4806197121
765,149.416005336,150.0,195.3409004,6.21500611014,5.00788502683,29.7247076938
766,150.0,145.639323348,157.711536679,16.1720444615,11.8908862831,25.4951804691
767,150.0,145.906839448,170.110443659,13.9607057024,8.68681002953,27.0284357818
768,140.367269175,150.0,207.192243633,-4.49980202012,6.44245356012,29.7100324568
769,150.0,143.298882744,195.475489425,5.35508994213,2.67234358254,30.3397959055
770,150.0,145.582974096,160.218080596,16.052075255,11.0507766454,25.5952781869
771,150.0,148.868429775,175.547104326,11.5899959049,10.8007083181,26.6414414566
772,148.170019419,150.0,161.474963381,12.9594815827,14.4047741545,25.6883079332
773,141.502680717,150.0,174.834256652,4.42527501141,11.5362549361,29.2804879424
774,149.314736966,150.0,160.748614293,14.3368777455,14.2507991016,24.825194814
775,150.0,150.0,172.968540407,10.4328357235,11.1422283691,27.9263737579
776,150.0,139.6958274,175.534785344,11.0451044003,2.38187147497,30.1167758547
777,150.0,148.323614597,161.078516411,14.2601839462,13.7009201692,25.252089087
778,150.0,150.0,162.208946523,14.4717417388,14.4741684156,24.1032548702
779,146.281543041,150.0,162.663916649,10.8442692218,14.0814330362,27.1630360876
780,144.760598727,150.0,171.045516749,9.4996079733,11.678166802,27.9481876065
781,150.0,146.714038404,183.728533189,9.87841650935,6.01724459947,28.778168802
782,147.857244018,150.0,169.433416807,9.8805003456,11.9951539776,27.9948885335
783,146.931334023,150.0,167.590203521,10.1324511894,12.7482928094,27.610731217
784,150.0,146.291739798,174.97709292,11.7478484053,7.24737982615,28.46901313
785,143.453873049,150.0,173.995955451,4.96236245612,11.7881207922,29.4040480062
786,150.0,147.539929831,161.86899679,14.8495501914,12.0954538724,25.8299909355
787,149.566221332,150.0,186.878357589,6.62251437398,7.50026276546,29.7224677018
788,147.221289526,150.0,159.432765307,12.359717214,15.4730557435,25.5537916537
789,145.082973582,150.0,180.232491078,6.22331340441,10.8299520445,28.7249736696
790,150.0,149.932657832,159.822728781,15.4737737313,14.2713215752,23.9830278038
791,148.5908036,150.0,158.314263037,14.064169343,15.2954794123,24.5729138041
792,149.809568491,150.0,173.176247704,10.3474473615,11.5567433765,27.6227818651
793,150.0,147.395344676,167.331119731,12.3433459276,9.58438672193,28.3327353501
794,138.331353177,150.0,156.268245941,7.56906373956,18.5054503204,25.7489075415
795,150.0,148.849012118,166.204367476,13.1351719904,12.4455606071,25.9244858885
796,117.478543963,144.890914506,218.055091929,-17.8479187965,-0.851039686398,25.7381436494
797,145.484790672,150.0,163.56357285,8.43319838763,14.846405142,27.8198181217
798,146.461233881,150.0,177.075799914,7.94747576511,11.1449153353,28.3841417044
799,147.147465359,149.398723201,215.591804219,0.518109572675,0.246339445256,30.5166259823
800,139.311649124,150.0,155.836562081,7.34010158966,19.1519786241,25.5226720522
801,150.0,147.885847897,156.030760385,16.1616010781,14.2893243674,24.1326261149
802,150.0,142.959794066,167.174790737,13.4109390248,8.02819654204,28.0774318195
803,148.487252113,150.0,161.402627564,11.9367518241,14.1909519307,26.6702210861
804,139.765218936,150.0,168.649455334,4.4852386476,14.2374961649,28.4683684793
805,150.0,145.014802696,166.12145337,14.5648298791,9.54520271219,26.5547325343
806,149.729886606,150.0,170.822809863,11.9937936324,11.5493279736,26.7711008632
807,150.0,142.034722859,176.902093931,11.5571099011,4.06108582339,29.2158228144
808,149.496982018,150.0,171.000779067,10.259935219,11.5968018872,27.84286001
809,150.0,148.304517987,205.494888113,2.27111372908,1.88839567813,30.6293090223
810,143.992082655,150.0,166.655311641,7.14717449931,13.7083605774,28.5195189559
811,150.0,138.82510095,201.941893046,6.14172926665,-2.89898930275,29.9237616692
812,143.506926328,150.0,174.102493992,5.15278997814,12.1650194905,29.2404247618
813,149.972212188,150.0,173.135868092,9.90036327098,10.9920014736,28.2244674477
814,150.0,146.357087039,163.004363979,13.8194722352,10.8899919739,27.1498452968
815,147.564928269,150.0,169.237460945,9.8116177119,13.6599145685,26.8927352818
816,150.0,145.108896206,188.839402818,6.93916152588,4.29314877985,30.2805422175
817,150.0,145.291271848,175.242567454,12.0102911537,7.88410451983,27.8440306154
818,143.060143864,150.0,178.824290679,4.82732806521,10.7168787585,29.4380689799
819,141.155556568,150.0,160.711418814,7.64131642433,15.4591271787,27.8188447029
820,140.898806717,150.0,165.797760351,5.86950006364,14.8752208592,28.1606261414
821,149.512367634,139.742107717,216.908241339,1.16668236489,-0.856569077182,29.8619618134
822,142.531488074,148.568470527,216.746845267,-1.93599990078,1.26967422772,30.228505993
823,144.345518341,150.0,180.028057499,6.98637837022,10.1273617759,28.61164732
824,150.0,150.0,165.328709442,14.0514640916,13.5113937983,24.7707756784
825,150.0,148.841602842,166.582500362,12.969668169,10.6520480047,27.647506532
826,150.0,149.061575747,173.49482475,11.413113551,10.288815169,27.6072274748
827,148.118484647,150.0,176.296663287,8.81571551468,11.2011182394,28.0417082781
828,143.082622505,150.0,167.261469334,8.2247736617,13.7428107399,27.8236598624
829,142.847028922,150.0,161.712124159,8.65265050962,16.078835585,26.5445871398
830,150.0,140.798431533,163.558040435,15.3509376155,7.24003078136,27.5637156795
831,150.0,139.52114859,177.828666867,10.8309453102,3.71834282014,29.3897931428
832,146.382596266,150.0,167.962285644,9.32774325408,12.8175267109,27.9485099455
833,150.0,149.482270132,192.889915261,7.67146411925,6.62575401508,28.7587577711
834,150.0,146.253588894,181.964174272,8.87355887977,5.73576271907,29.7506244835
835,150.0,147.157992894,211.43049768,2.71536832972,-0.582164743869,30.3790320624
836,148.477625366,150.0,161.193016767,14.0544897797,14.3208147105,24.7388829686
837,150.0,146.144008187,165.572634453,12.9962882209,8.70367025705,28.4676302052
838,149.924211337,150.0,165.762533954,12.3394793377,12.2844904549,27.0544184571
839,150.0,147.029845265,161.943814072,14.7752066237,13.065150547,25.0181065851
840,146.056815299,150.0,169.881836366,9.71369277838,13.9358598116,26.5741395353
841,145.921660959,150.0,177.435646906,7.05488692801,11.4495385974,28.3522943278
842,148.147786518,150.0,183.256468959,6.4898106323,7.35767614237,30.1384617079
843,150.0,144.273646094,188.855547936,6.72490564167,3.57843578139,30.3545711683
844,150.0,141.536412205,167.614535241,13.9948087656,6.19455815943,28.4286499037
845,142.925342612,150.0,159.774164776,8.99712256555,15.8040125564,27.166426924
846,148.835614652,150.0,163.58500653,12.9786329217,13.099576954,26.2061956668
847,150.0,147.869010793,164.451611552,13.6712723198,10.7561076702,27.1776849777
848,150.0,149.904287172,173.085202057,10.8862944778,11.0861765506,27.5124734117
